Time stamp,System power generated | (kW),Wind speed | (m/s),Wind direction | (deg),Pressure | (atm),Air temperature | ('C)
"Mar 26, 01:00 pm",560.391,6.891,125,0.987544,24.963
"Mar 26, 02:00 pm",1655.02,9.797,118,0.986855,22.463
"Mar 26, 03:00 pm",2302.33,11.221,127,0.986165,21.263
"Mar 26, 04:00 pm",2312.54,11.25,134,0.986856,21.363
"Mar 26, 05:00 pm",2524.19,11.873,141,0.98271,21.863
"Mar 26, 06:00 pm",2394.47,11.488,138,0.985968,21.613
"Mar 26, 07:00 pm",2266.78,11.112,149,0.989226,21.363
"Mar 26, 08:00 pm",1898.2,10.291,158,0.986856,21.563
"Mar 26, 09:00 pm",1184.27,8.779,170,0.985276,21.963
"Mar 26, 10:00 pm",717.645,7.434,178,0.986263,22.263
"Mar 26, 11:00 pm",640.735,7.187,186,0.987645,22.463
"Mar 27, 12:00 am",817.538,7.761,193,0.984585,22.463
"Mar 27, 01:00 am",689.253,7.345,200,0.986066,22.463
"Mar 27, 02:00 am",929.119,8.117,190,0.984585,22.363
"Mar 27, 03:00 am",1257.6,8.977,196,0.98419,22.263
"Mar 27, 04:00 am",993.287,8.285,211,0.983697,22.163
"Mar 27, 05:00 am",338.189,5.862,226,0.982018,22.163
"Mar 27, 06:00 am",183.405,4.894,127,0.983895,21.013
"Mar 27, 07:00 am",72.3359,3.925,154,0.985772,19.863
"Mar 27, 08:00 am",102.872,4.221,166,0.983698,20.163
"Mar 27, 09:00 am",0,1.73,202,0.984092,21.463
"Mar 27, 10:00 am",0,1.859,90,0.984387,23.163
"Mar 27, 11:00 am",0,2.857,79,0.986953,24.163
"Mar 27, 12:00 pm",216.217,5.151,91,0.984979,23.963
"Mar 27, 01:00 pm",492.619,6.584,98,0.985276,22.463
"Mar 27, 02:00 pm",515.522,6.683,93,0.983894,22.263
"Mar 27, 03:00 pm",720.335,7.444,93,0.983401,21.563
"Mar 27, 04:00 pm",605.444,7.069,91,0.981526,20.763
"Mar 27, 05:00 pm",521.743,6.703,94,0.983302,20.963
"Mar 27, 06:00 pm",620.277,7.118,89,0.983401,20.963
"Mar 27, 07:00 pm",746.443,7.523,96,0.983401,20.963
"Mar 27, 08:00 pm",938.991,8.126,97,0.986363,21.063
"Mar 27, 09:00 pm",738.004,7.494,113,0.984389,21.063
"Mar 27, 10:00 pm",531.172,6.742,124,0.985178,21.163
"Mar 27, 11:00 pm",394.296,6.149,148,0.986067,21.263
"Mar 28, 12:00 am",192.906,4.973,157,0.985376,21.463
"Mar 28, 01:00 am",306.161,5.665,154,0.983993,21.363
"Mar 28, 02:00 am",213.74,5.121,151,0.984882,21.263
"Mar 28, 03:00 am",236.896,5.259,153,0.983598,21.263
"Mar 28, 04:00 am",112.691,4.31,154,0.981921,21.163
"Mar 28, 05:00 am",126.999,4.429,147,0.982414,21.163
"Mar 28, 06:00 am",228.134,5.21,145,0.983401,21.763
"Mar 28, 07:00 am",359.042,5.981,140,0.984388,22.363
"Mar 28, 08:00 am",544.876,6.821,138,0.98113,22.663
"Mar 28, 09:00 am",443.568,6.377,136,0.985275,23.163
"Mar 28, 10:00 am",862.22,7.909,127,0.985374,23.363
"Mar 28, 11:00 am",1745.36,9.985,129,0.986757,23.163
"Mar 28, 12:00 pm",2192.36,10.993,132,0.981721,23.063
"Mar 28, 01:00 pm",2643.06,12.259,131,0.98103,22.963
"Mar 28, 02:00 pm",2694.52,12.496,136,0.980734,23.063
"Mar 28, 03:00 pm",2757.94,12.783,139,0.980932,23.063
"Mar 28, 04:00 pm",2880.02,13.455,141,0.978859,23.163
"Mar 28, 05:00 pm",2932.41,13.9,145,0.977871,23.363
"Mar 28, 06:00 pm",2878.56,13.435,145,0.979254,22.763
"Mar 28, 07:00 pm",2802.3,12.971,150,0.980637,22.163
"Mar 28, 08:00 pm",2556.52,11.982,151,0.97886,21.963
"Mar 28, 09:00 pm",2024.81,10.598,157,0.982314,21.963
"Mar 28, 10:00 pm",1734.56,9.965,161,0.981623,21.963
"Mar 28, 11:00 pm",1276.22,9.026,165,0.9835,22.063
"Mar 29, 12:00 am",1671.02,9.847,170,0.979748,21.963
"Mar 29, 01:00 am",1624.1,9.748,170,0.981722,22.063
"Mar 29, 02:00 am",1624.1,9.748,178,0.982314,22.263
"Mar 29, 03:00 am",1402.76,9.313,191,0.98113,22.463
"Mar 29, 04:00 am",1457.42,9.422,195,0.98113,22.363
"Mar 29, 05:00 am",1574.54,9.659,209,0.979748,22.363
"Mar 29, 06:00 am",1038.98,8.423,214,0.979649,22.813
"Mar 29, 07:00 am",636.15,7.197,231,0.979451,23.263
"Mar 29, 08:00 am",758.569,7.602,266,0.980339,24.763
"Mar 29, 09:00 am",1302.81,9.145,300,0.981423,26.263
"Mar 29, 10:00 am",1483.83,9.53,298,0.981422,27.763
"Mar 29, 11:00 am",1569.48,9.708,303,0.985073,29.463
"Mar 29, 12:00 pm",1246.25,9.046,314,0.981715,31.363
"Mar 29, 01:00 pm",1720.63,10.054,319,0.981913,32.363
"Mar 29, 02:00 pm",1455.68,9.52,313,0.983294,32.563
"Mar 29, 03:00 pm",1059.71,8.561,318,0.982998,32.663
"Mar 29, 04:00 pm",878.205,8.057,320,0.980727,32.663
"Mar 29, 05:00 pm",709.255,7.504,324,0.981616,32.563
"Mar 29, 06:00 pm",507.939,6.723,347,0.982011,31.263
"Mar 29, 07:00 pm",341.468,5.932,2,0.982308,29.963
"Mar 29, 08:00 pm",115.712,4.37,14,0.985962,29.563
"Mar 29, 09:00 pm",27.205,3.401,9,0.987837,29.363
"Mar 29, 10:00 pm",0,1.977,36,0.987442,29.163
"Mar 29, 11:00 pm",0,1.186,54,0.986752,28.963
"Mar 30, 12:00 am",0,0.722,116,0.984482,28.863
"Mar 30, 01:00 am",0,0.178,218,0.987739,28.563
"Mar 30, 02:00 am",0,1.928,198,0.986555,27.963
"Mar 30, 03:00 am",132.789,4.498,198,0.986754,26.763
"Mar 30, 04:00 am",247.867,5.339,209,0.987544,25.063
"Mar 30, 05:00 am",66.5858,3.865,271,0.987349,22.863
"Mar 30, 06:00 am",156.937,4.676,337,0.987349,22.413
"Mar 30, 07:00 am",276.198,5.487,1,0.987251,21.963
"Mar 30, 08:00 am",380.475,6.09,18,0.986757,21.563
"Mar 30, 09:00 am",1259.91,8.957,23,0.990509,21.563
"Mar 30, 10:00 am",612.612,7.078,40,0.992088,21.663
"Mar 30, 11:00 am",741.477,7.494,40,0.990805,21.663
"Mar 30, 12:00 pm",882.43,7.948,49,0.98893,21.363
"Mar 30, 01:00 pm",1182.6,8.749,52,0.989917,20.763
"Mar 30, 02:00 pm",875.885,7.919,60,0.988436,20.563
"Mar 30, 03:00 pm",989.398,8.245,65,0.98893,20.363
"Mar 30, 04:00 pm",1091.75,8.512,68,0.988338,20.463
"Mar 30, 05:00 pm",1094.3,8.522,76,0.987745,20.463
"Mar 30, 06:00 pm",1295.09,9.046,75,0.987745,20.263
"Mar 30, 07:00 pm",1555.49,9.57,80,0.987745,20.063
"Mar 30, 08:00 pm",1018.17,8.314,95,0.98972,20.063
"Mar 30, 09:00 pm",1047.27,8.383,96,0.992484,20.163
"Mar 30, 10:00 pm",982.765,8.215,97,0.992484,20.363
"Mar 30, 11:00 pm",478.367,6.495,104,0.990707,20.363
"Mar 31, 12:00 am",691.477,7.326,130,0.989917,20.463
"Mar 31, 01:00 am",765.514,7.563,127,0.991003,20.563
"Mar 31, 02:00 am",876.727,7.919,122,0.990608,20.563
"Mar 31, 03:00 am",468.737,6.456,126,0.990905,20.563
"Mar 31, 04:00 am",249.457,5.319,124,0.988831,20.563
"Mar 31, 05:00 am",151.282,4.617,115,0.98893,20.663
"Mar 31, 06:00 am",190.9,4.943,102,0.98814,19.913
"Mar 31, 07:00 am",241.863,5.269,98,0.987253,19.163
"Mar 31, 08:00 am",380.775,6.07,91,0.990411,19.563
"Mar 31, 09:00 am",406.118,6.179,84,0.99199,19.863
"Mar 31, 10:00 am",619.762,7.088,94,0.99199,20.163
"Mar 31, 11:00 am",1026.36,8.334,102,0.991891,20.563
"Mar 31, 12:00 pm",1593.06,9.649,111,0.988732,20.763
"Mar 31, 01:00 pm",1480.94,9.422,112,0.990805,20.963
"Mar 31, 02:00 pm",1941.83,10.38,111,0.988238,21.163
"Mar 31, 03:00 pm",1844.25,10.163,111,0.987646,21.263
"Mar 31, 04:00 pm",1503.97,9.481,107,0.987152,21.263
"Mar 31, 05:00 pm",1940.75,10.41,142,0.984683,22.863
"Mar 31, 06:00 pm",1908.15,10.331,142,0.985671,22.713
"Mar 31, 07:00 pm",1875.5,10.252,149,0.986658,22.563
"Mar 31, 08:00 pm",1390.95,9.263,156,0.989225,22.363
"Mar 31, 09:00 pm",948.901,8.156,165,0.989323,22.363
"Mar 31, 10:00 pm",853.506,7.859,168,0.990212,22.163
"Mar 31, 11:00 pm",798.313,7.682,179,0.990409,22.063
"Apr 1, 12:00 am",617.954,7.108,190,0.98804,22.063
"Apr 1, 01:00 am",693.943,7.345,191,0.990804,22.063
"Apr 1, 02:00 am",1053.85,8.423,191,0.990409,21.963
"Apr 1, 03:00 am",1113.08,8.581,194,0.989323,21.963
"Apr 1, 04:00 am",495.563,6.584,194,0.989521,21.963
"Apr 1, 05:00 am",239.899,5.269,198,0.990212,21.963
"Apr 1, 06:00 am",140.285,4.528,160,0.991101,21.663
"Apr 1, 07:00 am",61.1967,3.786,156,0.99189,21.363
"Apr 1, 08:00 am",58.6185,3.757,145,0.990311,21.563
"Apr 1, 09:00 am",35.5409,3.47,150,0.99416,22.263
"Apr 1, 10:00 am",1.37746,3.055,172,0.992283,23.763
"Apr 1, 11:00 am",36.1293,3.49,146,0.992973,25.163
"Apr 1, 12:00 pm",81.3047,4.053,134,0.991888,25.463
"Apr 1, 01:00 pm",398.49,6.179,110,0.990704,24.363
"Apr 1, 02:00 pm",311.71,5.694,114,0.992186,23.263
"Apr 1, 03:00 pm",501.747,6.614,121,0.990606,22.563
"Apr 1, 04:00 pm",585.388,6.97,111,0.988633,21.563
"Apr 1, 05:00 pm",366.045,6.001,103,0.989423,20.763
"Apr 1, 06:00 pm",384.781,6.09,105,0.991595,20.313
"Apr 1, 07:00 pm",404.873,6.169,114,0.993669,19.863
"Apr 1, 08:00 pm",251.968,5.319,115,0.995347,20.063
"Apr 1, 09:00 pm",115.849,4.31,136,0.996926,20.263
"Apr 1, 10:00 pm",15.4234,3.213,126,0.995248,20.263
"Apr 1, 11:00 pm",0,2.145,76,0.997321,20.263
"Apr 2, 12:00 am",0,1.957,18,0.99584,20.263
"Apr 2, 01:00 am",74.1966,3.935,23,0.996926,20.263
"Apr 2, 02:00 am",61.9411,3.786,29,0.995741,20.363
"Apr 2, 03:00 am",47.3163,3.608,35,0.994261,20.463
"Apr 2, 04:00 am",139.354,4.508,29,0.995149,20.463
"Apr 2, 05:00 am",117.838,4.33,23,0.993865,20.263
"Apr 2, 06:00 am",54.1304,3.697,60,0.994456,21.713
"Apr 2, 07:00 am",2.59002,3.065,61,0.995147,23.163
"Apr 2, 08:00 am",177.378,4.834,54,0.996529,22.963
"Apr 2, 09:00 am",504.644,6.604,56,0.998306,22.063
"Apr 2, 10:00 am",581.769,6.94,69,0.994457,21.463
"Apr 2, 11:00 am",332.021,5.793,83,0.99574,21.263
"Apr 2, 12:00 pm",409.89,6.199,94,0.993668,21.063
"Apr 2, 01:00 pm",525.318,6.693,85,0.994556,20.963
"Apr 2, 02:00 pm",714.284,7.395,90,0.992878,20.863
"Apr 2, 03:00 pm",1068.16,8.443,95,0.991595,20.663
"Apr 2, 04:00 pm",827.832,7.761,97,0.991497,20.763
"Apr 2, 05:00 pm",912.181,8.037,110,0.990607,21.163
"Apr 2, 06:00 pm",912.181,8.037,123,0.991397,21.513
"Apr 2, 07:00 pm",911.443,8.037,131,0.992088,21.863
"Apr 2, 08:00 pm",684.26,7.306,137,0.993371,21.863
"Apr 2, 09:00 pm",533.514,6.732,128,0.995938,21.863
"Apr 2, 10:00 pm",765.56,7.563,128,0.994358,21.763
"Apr 2, 11:00 pm",1036.17,8.364,130,0.994259,21.863
"Apr 3, 12:00 am",1422.16,9.313,141,0.991397,21.863
"Apr 3, 01:00 am",1260.86,8.957,146,0.99268,21.963
"Apr 3, 02:00 am",1398.47,9.263,158,0.992877,21.963
"Apr 3, 03:00 am",1331.79,9.135,160,0.991594,22.063
"Apr 3, 04:00 am",1485.87,9.441,162,0.991001,22.063
"Apr 3, 05:00 am",1677.75,9.827,156,0.990113,22.063
"Apr 3, 06:00 am",1722.54,9.916,147,0.991396,22.363
"Apr 3, 07:00 am",1767.33,10.005,146,0.992679,22.663
"Apr 3, 08:00 am",1921.23,10.341,147,0.991791,22.863
"Apr 3, 09:00 am",2183.86,10.934,143,0.993271,23.063
"Apr 3, 10:00 am",2525.95,11.863,147,0.991791,23.463
"Apr 3, 11:00 am",2435.5,11.606,140,0.992482,23.663
"Apr 3, 12:00 pm",2743.39,12.694,145,0.988433,23.763
"Apr 3, 01:00 pm",2844.11,13.149,146,0.989321,24.163
"Apr 3, 02:00 pm",2794.74,12.941,145,0.987644,24.563
"Apr 3, 03:00 pm",2756.46,12.773,140,0.986458,24.563
"Apr 3, 04:00 pm",2927.95,13.841,139,0.984682,24.063
"Apr 3, 05:00 pm",3004.01,15.6,142,0.984683,23.463
"Apr 3, 06:00 pm",2963.83,14.127,144,0.983893,22.963
"Apr 3, 07:00 pm",2733.58,12.654,150,0.983104,22.463
"Apr 3, 08:00 pm",2831.72,13.089,158,0.984684,22.363
"Apr 3, 09:00 pm",2489.83,11.774,164,0.985177,22.463
"Apr 3, 10:00 pm",2371.72,11.438,165,0.985967,22.563
"Apr 3, 11:00 pm",2505.53,11.804,168,0.989027,22.563
"Apr 4, 12:00 am",2683.58,12.417,175,0.986066,22.563
"Apr 4, 01:00 am",2630.22,12.17,171,0.987546,22.563
"Apr 4, 02:00 am",2907.76,13.653,176,0.985078,22.863
"Apr 4, 03:00 am",2831.85,13.109,175,0.983301,23.263
"Apr 4, 04:00 am",2867.99,13.336,165,0.983301,23.163
"Apr 4, 05:00 am",2924.18,13.811,164,0.981524,23.163
"Apr 4, 06:00 am",2627.33,12.19,173,0.982609,23.713
"Apr 4, 07:00 am",2001.51,10.568,185,0.983596,24.263
"Apr 4, 08:00 am",2543.68,11.982,188,0.982411,25.763
"Apr 4, 09:00 am",1635.82,9.817,209,0.987443,27.963
"Apr 4, 10:00 am",962.14,8.265,236,0.98458,29.063
"Apr 4, 11:00 am",680.612,7.375,276,0.984579,29.163
"Apr 4, 12:00 pm",600.183,7.108,300,0.982704,29.163
"Apr 4, 01:00 pm",491.437,6.634,326,0.984185,29.763
"Apr 4, 02:00 pm",479.117,6.594,324,0.982407,30.963
"Apr 4, 03:00 pm",2285.97,11.29,338,0.981224,28.963
"Apr 4, 04:00 pm",2720.36,12.694,3,0.982803,29.363
"Apr 4, 05:00 pm",2956.19,14.117,21,0.984877,26.663
"Apr 4, 06:00 pm",2751.12,12.743,46,0.986163,24.063
"Apr 4, 07:00 pm",2355.27,11.369,39,0.987448,21.463
"Apr 4, 08:00 pm",1726.47,9.926,24,0.987547,21.563
"Apr 4, 09:00 pm",2036.52,10.588,16,0.989818,21.163
"Apr 4, 10:00 pm",2312.95,11.221,16,0.991102,20.363
"Apr 4, 11:00 pm",2421.48,11.507,18,0.994261,19.663
"Apr 5, 12:00 am",1644.07,9.728,18,0.990115,19.163
"Apr 5, 01:00 am",1624.72,9.679,18,0.991695,18.663
"Apr 5, 02:00 am",1040.14,8.344,15,0.992979,18.163
"Apr 5, 03:00 am",568.618,6.861,15,0.991795,17.763
"Apr 5, 04:00 am",670.886,7.227,15,0.99298,17.363
"Apr 5, 05:00 am",551.655,6.782,11,0.9915,17.063
"Apr 5, 06:00 am",503.788,6.574,10,0.991006,16.413
"Apr 5, 07:00 am",456.342,6.367,20,0.990513,15.763
"Apr 5, 08:00 am",515.44,6.624,13,0.990118,16.163
"Apr 5, 09:00 am",763.282,7.513,8,0.994264,16.763
"Apr 5, 10:00 am",428.885,6.258,359,0.993275,17.763
"Apr 5, 11:00 am",431.568,6.278,14,0.993669,19.063
"Apr 5, 12:00 pm",340.778,5.843,41,0.990905,19.663
"Apr 5, 01:00 pm",609.31,7.049,66,0.990708,19.163
"Apr 5, 02:00 pm",830.763,7.751,84,0.990116,18.163
"Apr 5, 03:00 pm",646.333,7.158,92,0.989821,17.563
"Apr 5, 04:00 pm",555.312,6.812,95,0.987747,17.663
"Apr 5, 05:00 pm",492.399,6.545,107,0.986958,17.863
"Apr 5, 06:00 pm",886.164,7.939,106,0.986463,18.313
"Apr 5, 07:00 pm",1440.35,9.333,104,0.986069,18.763
"Apr 5, 08:00 pm",1402.31,9.244,111,0.991103,18.963
"Apr 5, 09:00 pm",1240.39,8.878,121,0.992386,19.163
"Apr 5, 10:00 pm",873.686,7.899,128,0.98972,19.263
"Apr 5, 11:00 pm",345.802,5.872,128,0.990905,19.463
"Apr 6, 12:00 am",271.289,5.437,138,0.989622,19.463
"Apr 6, 01:00 am",340.835,5.843,130,0.990905,19.463
"Apr 6, 02:00 am",322.932,5.744,135,0.987549,19.463
"Apr 6, 03:00 am",353.394,5.922,135,0.987154,19.563
"Apr 6, 04:00 am",567.186,6.881,134,0.986758,19.663
"Apr 6, 05:00 am",453.957,6.396,131,0.98587,19.763
"Apr 6, 06:00 am",182.483,4.874,120,0.986166,19.463
"Apr 6, 07:00 am",26.16,3.351,125,0.986463,19.163
"Apr 6, 08:00 am",34.9909,3.46,127,0.988635,19.563
"Apr 6, 09:00 am",0,2.254,122,0.988338,20.063
"Apr 6, 10:00 am",0,2.462,122,0.991694,20.563
"Apr 6, 11:00 am",51.8929,3.668,105,0.991793,20.663
"Apr 6, 12:00 pm",146.156,4.577,119,0.987548,20.663
"Apr 6, 01:00 pm",379.116,6.07,105,0.989621,20.363
"Apr 6, 02:00 pm",923.997,8.067,103,0.988437,19.663
"Apr 6, 03:00 pm",1086.53,8.492,108,0.98824,19.363
"Apr 6, 04:00 pm",654.057,7.207,115,0.986561,19.563
"Apr 6, 05:00 pm",702.503,7.365,113,0.986068,19.763
"Apr 6, 06:00 pm",917.475,8.067,103,0.985474,21.063
"Apr 6, 07:00 pm",1178.49,8.769,112,0.984881,22.363
"Apr 6, 08:00 pm",1224.61,8.878,116,0.987448,21.963
"Apr 6, 09:00 pm",1242.02,8.907,123,0.992285,21.763
"Apr 6, 10:00 pm",1511.52,9.491,127,0.990213,21.563
"Apr 6, 11:00 pm",1080.14,8.492,130,0.988337,21.363
"Apr 7, 12:00 am",713.598,7.405,133,0.989324,21.263
"Apr 7, 01:00 am",486.715,6.535,133,0.99189,21.263
"Apr 7, 02:00 am",316.451,5.714,146,0.989522,21.263
"Apr 7, 03:00 am",311.075,5.685,163,0.988238,21.263
"Apr 7, 04:00 am",155.428,4.656,164,0.988731,21.263
"Apr 7, 05:00 am",131.693,4.459,162,0.988139,21.363
"Apr 7, 06:00 am",213.023,5.111,157,0.988139,21.113
"Apr 7, 07:00 am",323.275,5.754,131,0.98814,20.863
"Apr 7, 08:00 am",457.881,6.416,122,0.989226,20.963
"Apr 7, 09:00 am",324.983,5.764,134,0.98814,21.063
"Apr 7, 10:00 am",329.939,5.793,129,0.990114,21.363
"Apr 7, 11:00 am",501.494,6.604,119,0.990213,21.463
"Apr 7, 12:00 pm",737.441,7.484,118,0.988633,21.363
"Apr 7, 01:00 pm",670.463,7.266,108,0.990311,21.463
"Apr 7, 02:00 pm",839.54,7.81,106,0.989127,21.363
"Apr 7, 03:00 pm",1391.02,9.253,109,0.988435,21.263
"Apr 7, 04:00 pm",1680.4,9.837,111,0.985672,21.163
"Apr 7, 05:00 pm",1473.3,9.422,105,0.986363,21.063
"Apr 7, 06:00 pm",1874.93,10.242,107,0.986165,21.663
"Apr 7, 07:00 pm",2238.67,11.072,110,0.985967,22.263
"Apr 7, 08:00 pm",2350.24,11.359,108,0.988337,22.063
"Apr 7, 09:00 pm",2632.46,12.17,120,0.98804,21.963
"Apr 7, 10:00 pm",2473.98,11.715,122,0.986856,21.963
"Apr 7, 11:00 pm",2531.39,11.873,125,0.988139,21.963
"Apr 8, 12:00 am",2576.81,12.002,132,0.987942,22.063
"Apr 8, 01:00 am",1719.79,9.916,147,0.987744,22.063
"Apr 8, 02:00 am",935.641,8.126,159,0.986855,22.163
"Apr 8, 03:00 am",942.313,8.146,169,0.986263,22.263
"Apr 8, 04:00 am",934.669,8.126,162,0.985868,22.363
"Apr 8, 05:00 am",1039.39,8.403,156,0.985868,22.463
"Apr 8, 06:00 am",904.495,8.037,142,0.98577,22.263
"Apr 8, 07:00 am",788.689,7.662,140,0.985671,22.063
"Apr 8, 08:00 am",717.693,7.434,137,0.986559,22.163
"Apr 8, 09:00 am",786.357,7.652,128,0.987645,22.363
"Apr 8, 10:00 am",906.279,8.037,122,0.988139,22.263
"Apr 8, 11:00 am",1170.15,8.739,122,0.987448,22.063
"Apr 8, 12:00 pm",2057.25,10.657,121,0.986461,21.763
"Apr 8, 01:00 pm",2065.89,10.667,122,0.987942,21.663
"Apr 8, 02:00 pm",2279.16,11.161,126,0.985968,21.663
"Apr 8, 03:00 pm",2389.46,11.478,126,0.985375,21.763
"Apr 8, 04:00 pm",2304.18,11.241,129,0.984289,21.863
"Apr 8, 05:00 pm",2120.46,10.806,131,0.983894,21.763
"Apr 8, 06:00 pm",2244.91,11.092,130,0.983894,22.113
"Apr 8, 07:00 pm",2349.46,11.379,133,0.983893,22.463
"Apr 8, 08:00 pm",2485.08,11.755,131,0.986066,22.363
"Apr 8, 09:00 pm",2343.68,11.359,130,0.984487,22.363
"Apr 8, 10:00 pm",2026.25,10.588,130,0.987349,22.363
"Apr 8, 11:00 pm",1421.34,9.323,133,0.989027,22.263
"Apr 9, 12:00 am",1403.67,9.283,129,0.989916,22.063
"Apr 9, 01:00 am",1710.55,9.896,132,0.988633,21.963
"Apr 9, 02:00 am",1976.16,10.469,136,0.987646,21.963
"Apr 9, 03:00 am",2247.54,11.082,140,0.987843,21.963
"Apr 9, 04:00 am",2052.82,10.647,140,0.985967,21.863
"Apr 9, 05:00 am",1784.54,10.054,136,0.985079,21.863
"Apr 9, 06:00 am",1846.14,10.183,129,0.98646,22.063
"Apr 9, 07:00 am",1900.54,10.301,131,0.987843,22.263
"Apr 9, 08:00 am",1948.54,10.42,136,0.985177,22.363
"Apr 9, 09:00 am",1682.98,9.837,126,0.990903,22.263
"Apr 9, 10:00 am",1516.85,9.52,127,0.987151,22.363
"Apr 9, 11:00 am",1222.73,8.878,120,0.987349,22.563
"Apr 9, 12:00 pm",1875.47,10.252,121,0.985967,22.363
"Apr 9, 01:00 pm",1639.53,9.768,129,0.986954,22.463
"Apr 9, 02:00 pm",2369.95,11.428,131,0.986164,22.663
"Apr 9, 03:00 pm",2719.73,12.585,133,0.985276,22.663
"Apr 9, 04:00 pm",2803.28,12.981,135,0.981031,22.663
"Apr 9, 05:00 pm",2728.77,12.644,136,0.981821,22.663
"Apr 9, 06:00 pm",2852.48,13.208,139,0.981722,22.863
"Apr 9, 07:00 pm",2920.04,13.771,147,0.981623,23.063
"Apr 9, 08:00 pm",2802.05,12.981,150,0.981425,23.163
"Apr 9, 09:00 pm",2820.35,13.06,150,0.981623,22.963
"Apr 9, 10:00 pm",2668.56,12.368,156,0.982906,22.963
"Apr 9, 11:00 pm",2685.15,12.437,157,0.983992,22.863
"Apr 10, 12:00 am",2865.82,13.317,167,0.982512,22.963
"Apr 10, 01:00 am",2369.56,11.448,185,0.983499,23.263
"Apr 10, 02:00 am",1412.34,9.333,195,0.985473,23.663
"Apr 10, 03:00 am",1560.77,9.629,183,0.985867,23.863
"Apr 10, 04:00 am",1825.62,10.163,175,0.984386,23.963
"Apr 10, 05:00 am",1660.3,9.837,173,0.9833,24.063
"Apr 10, 06:00 am",1630.21,9.787,191,0.981424,24.413
"Apr 10, 07:00 am",1600.67,9.738,187,0.979549,24.763
"Apr 10, 08:00 am",1524.33,9.59,198,0.981719,25.863
"Apr 10, 09:00 am",731.527,7.533,228,0.981718,27.363
"Apr 10, 10:00 am",691.204,7.405,276,0.982705,27.963
"Apr 10, 11:00 am",707.52,7.464,309,0.982211,28.563
"Apr 10, 12:00 pm",607.907,7.148,313,0.981716,29.663
"Apr 10, 01:00 pm",882.789,8.047,314,0.983394,30.663
"Apr 10, 02:00 pm",822.081,7.859,313,0.982603,31.463
"Apr 10, 03:00 pm",382.996,6.179,315,0.982998,31.863
"Apr 10, 04:00 pm",173.331,4.874,311,0.981024,31.963
"Apr 10, 05:00 pm",0,2.709,325,0.979939,31.663
"Apr 10, 06:00 pm",411.602,6.278,126,0.980435,27.313
"Apr 10, 07:00 pm",1667.44,9.847,130,0.980932,22.963
"Apr 10, 08:00 pm",988.688,8.275,143,0.98419,22.463
"Apr 10, 09:00 pm",679.447,7.316,145,0.984388,22.263
"Apr 10, 10:00 pm",515.406,6.683,155,0.984487,22.063
"Apr 10, 11:00 pm",320.991,5.754,168,0.985276,22.063
"Apr 11, 12:00 am",429.196,6.307,170,0.984783,21.963
"Apr 11, 01:00 am",295.587,5.605,163,0.985177,21.863
"Apr 11, 02:00 am",131.013,4.459,150,0.986165,21.763
"Apr 11, 03:00 am",11.0752,3.173,132,0.987547,21.763
"Apr 11, 04:00 am",0.567669,3.045,129,0.985572,21.763
"Apr 11, 05:00 am",0,1.77,82,0.985276,21.963
"Apr 11, 06:00 am",42.7886,3.569,68,0.986559,22.463
"Apr 11, 07:00 am",256.987,5.378,49,0.987842,22.963
"Apr 11, 08:00 am",469.972,6.485,45,0.987447,22.963
"Apr 11, 09:00 am",1245.91,8.947,33,0.987053,23.163
"Apr 11, 10:00 am",1138.41,8.65,55,0.989027,22.163
"Apr 11, 11:00 am",1189.79,8.769,66,0.990509,21.063
"Apr 11, 12:00 pm",987.798,8.245,61,0.989423,21.063
"Apr 11, 01:00 pm",776.659,7.612,50,0.989422,21.863
"Apr 11, 02:00 pm",2953.26,14.019,55,0.98577,22.263
"Apr 11, 03:00 pm",937.972,8.136,79,0.986658,22.763
"Apr 11, 04:00 pm",972.759,8.235,77,0.985571,23.063
"Apr 11, 05:00 pm",1224.43,8.898,64,0.985966,23.563
"Apr 11, 06:00 pm",2055.38,10.677,64,0.987742,24.413
"Apr 11, 07:00 pm",2687.3,12.457,58,0.989519,25.263
"Apr 11, 08:00 pm",2591.62,12.061,60,0.991987,24.363
"Apr 11, 09:00 pm",2333.4,11.32,71,0.990704,23.463
"Apr 11, 10:00 pm",1865.57,10.212,81,0.992087,22.663
"Apr 11, 11:00 pm",860.804,7.879,83,0.991495,22.163
"Apr 12, 12:00 am",528.141,6.713,82,0.993766,21.763
"Apr 12, 01:00 am",752.597,7.523,60,0.99268,21.363
"Apr 12, 02:00 am",1590.74,9.639,54,0.990706,20.663
"Apr 12, 03:00 am",2420.81,11.517,56,0.992878,20.163
"Apr 12, 04:00 am",2539.02,11.844,58,0.993077,19.663
"Apr 12, 05:00 am",2558.49,11.903,56,0.99209,19.663
"Apr 12, 06:00 am",2275.36,11.102,53,0.992878,20.113
"Apr 12, 07:00 am",1922.72,10.311,47,0.993668,20.563
"Apr 12, 08:00 am",1594,9.619,39,0.997913,20.563
"Apr 12, 09:00 am",2070.28,10.628,34,0.99811,20.463
"Apr 12, 10:00 am",2230.42,10.984,30,0.997618,20.163
"Apr 12, 11:00 am",2364.39,11.33,30,0.999394,19.963
"Apr 12, 12:00 pm",2006.84,10.479,38,0.997025,19.763
"Apr 12, 01:00 pm",2052.53,10.578,42,0.997025,19.463
"Apr 12, 02:00 pm",1911.79,10.262,50,0.996038,19.363
